"","product_id","title","author","date","ver.purchase","format","stars","comments","helpful","rver_url","rver_id"
"1091","B074J6F41V","INTEGRITY","Thomas",2018-06-16,0,"Format: Audible Audiobook",5,"I don't think he could have written this, without having a great deal more integrity than his boss has. I am no fan of the FBI but it will surely deteriorate without his kind of quality leadership. Turn off Fox news and read it and judge it for yourself.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEO6CLBWXSXDNXRQCBAMZLDF67BA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEO6CLBWXSXDNXRQCBAMZLDF67BA"
"1092","B074J6F41V","great.","Randolph L. Todd",2018-06-16,1,"Format: Audible Audiobook",5,"Excellent book by a great man.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFJGWROAIHCKI4KTVD5QF42MA7NA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFJGWROAIHCKI4KTVD5QF42MA7NA"
"1093","B074J6F41V","Honesty, integrety, and the possiblity of error.","John W. Middelveen",2018-06-16,1,"Format: Kindle Edition",4,"An honest portrayal of Comey and his life. Very well written. I do believe he made a (probably honest) mistake in his treatment of the Clinton e-mails that helped get Trump elected.  Trump clearly does not appreciate the irony in his opinion of Comey.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHK3ADR7VFPJB4VAX4BQFU65BNBA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHK3ADR7VFPJB4VAX4BQFU65BNBA"
"1094","B074J6F41V","Loved how it started with his school days through college ...","Mary Ann Walter",2018-06-16,1,"Format: Kindle Edition",5,"Very interesting and well written book!.  Loved how it started with his school days through college and early career.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHKXYVLEOG6WRDZVXXFMDKWJ4PMA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHKXYVLEOG6WRDZVXXFMDKWJ4PMA"
"1095","B074J6F41V","Amazing man","JOYCE",2018-06-16,1,"Format: Kindle Edition",5,"This is a slow read. NOT beacuse it's boring but beacuse it has so much information in it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEWPJVYUAF4ZEQSCLF2DQFGYZ6VA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEWPJVYUAF4ZEQSCLF2DQFGYZ6VA"
"1096","B074J6F41V","Powerful and Truthful","Kindle Customer",2018-06-16,1,"Format: Kindle Edition",5,"It was clear and to the point.  The early chapters actually explain how and why he made the decisions in later life.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFTYPWEENY5HSZYXBVAL7T22TLNQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFTYPWEENY5HSZYXBVAL7T22TLNQ"
"1097","B074J6F41V","Agree or Diasgree, but still very thoughtful","nish",2018-06-16,1,"Format: Hardcover",5,"You can disagree with what he did and I do disagree but he provided a solid explanation of why he did what he did. Very articulate.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHKFZT4USL36TIA7VGTJR5FKSJVQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHKFZT4USL36TIA7VGTJR5FKSJVQ"
"1098","B074J6F41V","A good read and a great book.","Philip C. Garriss",2018-06-16,1,"Format: Kindle Edition",4,"Great book.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGNBFVUEPXYLZM26W5UAXJYW3RUQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGNBFVUEPXYLZM26W5UAXJYW3RUQ"
"1099","B074J6F41V","Five Stars","Maria C. Armstrong",2018-06-16,1,"Format: Hardcover",5,"I bought this book to see what he had to say about the president.  I haven't read it yet.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHZQEYXXC2HYH4LJXIDAIDRI5RGQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHZQEYXXC2HYH4LJXIDAIDRI5RGQ"
"1100","B074J6F41V","An important look at a man who affected our history.","Glenda G W North",2018-06-16,1,"Format: Kindle Edition",4,"An insight into the heroes, examples good and bad, teachers, and friends that contributed to the man Jim Comey became.  Whether you agree with him or not, this is an engrossing look into our times, and what is becoming our history.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEFQTO5DYA6QIGPDG5M5IB3RG5RA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEFQTO5DYA6QIGPDG5M5IB3RG5RA"
